property_id,neighborhood,property_type,house_style,year_built,overall_quality,overall_condition,sale_price,lot_area,living_area_sqft,bedrooms,bathrooms,total_rooms,garage_spaces,garage_area,central_air,fireplaces,has_basement,finished_basement_sqft,has_deck,has_porch,has_pool,has_fence,kitchen_quality,exterior_quality,heating_quality,garage_quality,amenity_count,completeness_score,recommended_keywords,quality_label
531376070,SawyerW,1Fam 1Story Class 20,1Story,2007,7,5,170000,9260,1162,3,2.0,6,2.0,483.0,1,0,1,0.0,0,1,0,0,Gd,Gd,Ex,TA,4,100,"SawyerW, 1Story, central air, garage, basement, , porch",High Quality
531382090,SawyerW,1Fam 2Story Class 60,2Story,1995,6,5,182000,8453,1609,3,2.5,6,2.0,525.0,1,0,1,362.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"SawyerW, 2Story, central air, garage, basement, , porch",Medium Quality
531382110,SawyerW,1Fam 2Story Class 60,2Story,1993,6,5,163000,8480,1680,3,2.5,7,2.0,474.0,1,0,1,602.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"SawyerW, 2Story, central air, garage, basement, deck, porch",Medium Quality
531382120,SawyerW,1Fam 1Story Class 20,1Story,1994,6,5,193500,8125,1679,3,2.0,7,2.0,575.0,1,1,1,1138.0,1,1,0,0,Gd,TA,Ex,TA,7,100,"SawyerW, 1Story, central air, garage, basement, fireplace, deck, porch",Medium Quality
531384030,SawyerW,1Fam 2Story Class 60,2Story,1994,7,5,189000,14565,1657,3,2.5,6,2.0,483.0,1,0,1,537.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"SawyerW, 2Story, central air, garage, basement, deck, porch",High Quality
531385060,SawyerW,1Fam 2Story Class 60,2Story,2001,6,5,190500,8450,1677,3,2.5,7,2.0,627.0,1,0,1,472.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"SawyerW, 2Story, central air, garage, basement, , porch",Medium Quality
531450030,SawyerW,1Fam 2Story Class 60,2Story,1992,7,5,175000,8285,1737,3,2.5,7,2.0,506.0,1,0,1,397.0,1,1,0,0,Gd,Gd,Gd,TA,6,100,"SawyerW, 2Story, central air, garage, basement, deck, porch",High Quality
531450090,SawyerW,1Fam 1Story Class 20,1Story,1991,6,5,179200,7153,1294,3,2.0,6,2.0,496.0,1,0,1,1200.0,1,1,0,1,Gd,TA,Gd,TA,7,100,"SawyerW, 1Story, central air, garage, basement, deck, porch",Medium Quality
531450170,SawyerW,1Fam 2Story Class 60,2Story,1993,6,5,187000,9291,1710,3,2.5,7,2.0,506.0,1,0,1,426.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"SawyerW, 2Story, central air, garage, basement, deck, porch",Medium Quality
531451020,SawyerW,TwnhsE 1Story Class 120,1Story,1993,6,5,193000,8012,1617,2,2.0,5,2.0,533.0,1,1,1,1006.0,0,1,0,0,Gd,Gd,Ex,TA,6,100,"SawyerW, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
531452140,SawyerW,TwnhsE 1Story Class 120,1Story,1993,6,5,153900,7892,1199,2,2.0,5,2.0,530.0,1,0,1,300.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"SawyerW, 1Story, central air, garage, basement, , porch",Medium Quality
532351050,Sawyer,1Fam 1Story Class 20,1Story,1963,5,5,128000,9100,984,3,1.0,5,1.0,384.0,1,1,1,852.0,1,1,0,1,TA,TA,TA,TA,8,100,"Sawyer, 1Story, central air, garage, basement, fireplace, deck, porch",Medium Quality
532353050,Sawyer,1Fam 1Story Class 20,1Story,1962,5,6,144000,12968,912,2,1.0,4,1.0,352.0,1,0,1,737.0,1,0,0,0,TA,TA,TA,TA,5,100,"Sawyer, 1Story, central air, garage, basement, deck",Medium Quality
532354150,Sawyer,1Fam 1Story Class 20,1Story,1961,5,8,135000,8100,864,3,1.0,5,1.0,420.0,1,1,1,764.0,1,0,0,0,Gd,TA,Ex,TA,6,100,"Sawyer, 1Story, central air, garage, basement, fireplace, deck",Medium Quality
532376170,Sawyer,2fmCon 1Story Class 190,1Story,1968,5,5,115000,8450,890,3,1.0,5,1.0,308.0,0,0,1,890.0,0,0,0,0,TA,TA,Gd,TA,3,100,"Sawyer, 1Story, garage, basement",Medium Quality
532377020,Sawyer,1Fam 1Story Class 20,1Story,1963,5,5,119916,6360,864,3,1.0,5,1.0,276.0,1,0,1,489.0,0,0,0,0,TA,TA,TA,TA,4,100,"Sawyer, 1Story, central air, garage, basement",Medium Quality
532378200,Sawyer,1Fam 1Story Class 20,1Story,1961,6,8,142000,6768,912,3,1.0,5,1.0,288.0,1,0,1,832.0,1,0,0,1,Gd,TA,Gd,TA,6,100,"Sawyer, 1Story, central air, garage, basement, deck",Medium Quality
532477030,Veenker,1Fam 1Story Class 20,1Story,1974,6,5,192000,19508,1430,3,2.0,6,2.0,484.0,1,2,1,800.0,1,1,0,0,TA,TA,TA,TA,7,100,"Veenker, 1Story, central air, garage, basement, fireplace, deck, porch",Medium Quality
532479020,Sawyer,1Fam 1.5Fin Class 50,1.5Fin,1972,5,4,140000,10759,1641,4,2.0,5,2.0,490.0,1,1,1,1001.0,0,0,0,1,TA,TA,TA,TA,6,100,"Sawyer, 1.5Fin, central air, garage, basement, fireplace",Medium Quality
533125080,NoRidge,1Fam 2Story Class 60,2Story,1990,6,5,290000,9205,2683,4,2.5,9,2.0,473.0,1,2,1,704.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"NoRidge, 2Story, central air, garage, basement, fireplace, deck, porch",Medium Quality
533125140,NoRidge,1Fam 1.5Fin Class 60,1.5Fin,1993,9,5,372500,11025,2786,4,2.5,10,2.0,636.0,1,1,1,520.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"NoRidge, 1.5Fin, central air, garage, basement, fireplace, deck, porch",High Quality
533206050,Somerst,TwnhsE 1Story Class 120,1Story,2004,7,5,196000,4282,1391,2,2.0,5,2.0,530.0,1,0,1,16.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"Somerst, 1Story, central air, garage, basement, deck, porch",High Quality
533208080,Somerst,TwnhsE 2Story Class 160,2Story,2006,7,5,171900,4017,1250,2,2.5,5,2.0,625.0,1,0,1,0.0,0,1,0,0,Gd,Gd,Ex,TA,4,100,"Somerst, 2Story, central air, garage, basement, , porch",High Quality
533208140,Somerst,TwnhsE 1Story Class 120,1Story,2004,7,5,178000,3435,1245,1,2.0,5,2.0,495.0,1,0,1,24.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"Somerst, 1Story, central air, garage, basement, , porch",High Quality
533212050,Somerst,TwnhsE 2Story Class 160,2Story,2005,6,5,165000,3180,1200,2,2.5,5,2.0,480.0,1,0,1,390.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"Somerst, 2Story, central air, garage, basement, , porch",Medium Quality
533212140,Somerst,TwnhsE 2Story Class 160,2Story,2007,7,5,146000,3180,1392,2,2.0,5,2.0,540.0,1,0,1,0.0,0,1,0,0,Gd,Gd,Ex,TA,4,100,"Somerst, 2Story, central air, garage, basement, , porch",High Quality
533212150,Somerst,TwnhsE 2Story Class 160,2Story,2007,7,5,146000,3604,1392,2,2.0,5,2.0,540.0,1,0,1,0.0,0,1,0,0,Gd,Gd,Ex,TA,4,100,"Somerst, 2Story, central air, garage, basement, , porch",High Quality
533213070,Somerst,Twnhs 2Story Class 160,2Story,1999,7,5,179400,2280,1501,3,2.5,6,2.0,440.0,1,0,1,549.0,0,0,0,0,TA,TA,Gd,TA,4,100,"Somerst, 2Story, central air, garage, basement",High Quality
533213120,Somerst,Twnhs 2Story Class 160,2Story,1999,6,5,172900,2280,1549,3,2.5,6,2.0,440.0,1,0,1,550.0,0,1,0,0,TA,TA,Gd,TA,5,100,"Somerst, 2Story, central air, garage, basement, , porch",Medium Quality
533215020,Somerst,TwnhsE 1Story Class 120,1Story,2000,9,5,300000,4765,1638,2,2.0,5,2.0,495.0,1,1,1,1027.0,1,1,0,0,Ex,Gd,Ex,TA,7,100,"Somerst, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
533215030,Somerst,TwnhsE 1Story Class 120,1Story,2001,9,5,285000,4538,1310,1,1.5,5,2.0,545.0,1,1,1,1004.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"Somerst, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
533215040,Somerst,TwnhsE 1Story Class 120,1Story,2001,9,5,290000,4385,1419,2,1.5,5,2.0,588.0,1,1,1,964.0,1,1,0,0,Ex,Gd,Ex,TA,7,100,"Somerst, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
533215070,Somerst,TwnhsE 1Story Class 120,1Story,1999,9,5,305000,4109,1557,2,2.0,5,2.0,484.0,1,1,1,1141.0,1,1,0,0,Ex,Gd,Ex,TA,7,100,"Somerst, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
533215080,Somerst,TwnhsE 1Story Class 120,1Story,1999,9,5,328900,5119,1709,2,2.0,5,2.0,506.0,1,1,1,1238.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"Somerst, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
533217050,Somerst,Twnhs 2Story Class 160,2Story,1999,7,5,160000,2160,1252,2,2.5,4,2.0,462.0,1,0,1,510.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"Somerst, 2Story, central air, garage, basement, , porch",High Quality
533217060,Somerst,Twnhs SLvl Class 160,SLvl,1999,7,5,170000,2160,1404,3,2.5,5,2.0,462.0,1,0,1,600.0,1,0,0,0,Gd,Gd,Ex,TA,5,100,"Somerst, SLvl, central air, garage, basement, deck",High Quality
533234020,Somerst,1Fam 2Story Class 60,2Story,2001,7,5,223000,10646,1789,3,2.5,7,2.0,546.0,1,1,1,681.0,0,0,0,0,TA,TA,Ex,TA,5,100,"Somerst, 2Story, central air, garage, basement, fireplace",High Quality
533236060,Somerst,Twnhs 2Story Class 160,2Story,1999,8,5,170000,2645,1586,3,2.5,7,2.0,480.0,1,0,1,612.0,1,0,0,0,Gd,Gd,Ex,TA,5,100,"Somerst, 2Story, central air, garage, basement, deck",High Quality
533236070,Somerst,Twnhs 2Story Class 160,2Story,1999,8,5,200000,2645,1607,3,2.5,7,2.0,480.0,1,0,1,813.0,1,0,0,0,Gd,Gd,Ex,TA,5,100,"Somerst, 2Story, central air, garage, basement, deck",High Quality
533236090,Somerst,TwnhsE 2Story Class 160,2Story,1998,10,5,345000,3951,2393,2,2.5,7,2.0,846.0,1,1,1,970.0,0,1,0,0,Ex,Ex,Ex,TA,6,100,"Somerst, 2Story, central air, garage, basement, fireplace, porch",High Quality
533250050,Veenker,TwnhsE 1Story Class 120,1Story,1996,8,5,245500,14963,1288,1,1.5,4,2.0,500.0,1,2,1,786.0,1,1,0,0,Ex,Gd,Ex,TA,7,100,"Veenker, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
533250110,Veenker,TwnhsE 1Story Class 120,1Story,1995,8,5,217500,11064,1239,1,1.5,4,2.0,477.0,1,1,1,1230.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"Veenker, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
533250160,Veenker,TwnhsE 1Story Class 120,1Story,1993,8,5,324000,10846,1719,1,1.5,6,2.0,473.0,1,2,1,1619.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"Veenker, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
533251120,Veenker,1Fam 1Story Class 20,1Story,1984,6,6,162500,11120,1232,3,2.0,6,2.0,516.0,1,0,1,660.0,0,0,0,0,TA,TA,TA,TA,4,100,"Veenker, 1Story, central air, garage, basement",Medium Quality
533350090,Veenker,1Fam 2Story Class 60,2Story,1977,9,3,150000,24572,2944,3,3.0,9,3.0,864.0,1,1,1,410.0,1,1,0,0,Gd,Gd,TA,TA,7,100,"Veenker, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
533350120,Veenker,1Fam 1Story Class 20,1Story,1976,8,9,290000,16280,1671,3,3.0,6,2.0,550.0,1,1,1,1426.0,1,1,0,1,Ex,Ex,Ex,TA,8,100,"Veenker, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
534104100,Somerst,1Fam 2Story Class 60,2Story,2002,7,5,205000,7500,1812,3,2.5,7,2.0,469.0,1,1,1,0.0,1,1,0,0,TA,Gd,Ex,TA,6,100,"Somerst, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
534126090,NWAmes,1Fam 1Story Class 20,1Story,1970,7,6,174000,10400,1682,3,2.0,7,2.0,530.0,1,1,1,0.0,1,0,0,1,TA,TA,Gd,TA,6,100,"NWAmes, 1Story, central air, garage, basement, fireplace, deck",High Quality
534127210,NWAmes,1Fam SLvl Class 80,SLvl,1969,6,6,183000,11104,1427,4,2.0,7,2.0,516.0,1,0,1,828.0,0,0,0,0,TA,TA,Gd,TA,4,100,"NWAmes, SLvl, central air, garage, basement",Medium Quality
534127230,NWAmes,1Fam 1Story Class 20,1Story,1968,6,5,150000,11050,1740,4,1.5,8,2.0,512.0,1,1,1,301.0,1,0,0,1,TA,TA,Fa,TA,7,100,"NWAmes, 1Story, central air, garage, basement, fireplace, deck",Medium Quality
534128050,NWAmes,1Fam 1Story Class 20,1Story,1971,6,7,145000,11040,1258,3,2.0,5,2.0,528.0,1,0,1,656.0,1,0,0,0,Gd,Gd,Ex,TA,5,100,"NWAmes, 1Story, central air, garage, basement, deck",Medium Quality
534129060,NWAmes,1Fam 1Story Class 20,1Story,1967,7,7,215000,15387,1620,4,2.0,8,2.0,578.0,1,1,1,897.0,0,1,0,0,Gd,TA,Ex,TA,6,100,"NWAmes, 1Story, central air, garage, basement, fireplace, porch",High Quality
534175140,NWAmes,Duplex 1Story Class 90,1Story,1965,5,6,140500,9750,1625,4,2.0,8,2.0,484.0,1,0,1,0.0,0,0,0,0,TA,TA,Ex,TA,3,100,"NWAmes, 1Story, central air, garage, basement",Medium Quality
534177180,NWAmes,1Fam 2Story Class 60,2Story,1974,6,7,240000,10800,2614,4,2.5,9,2.0,624.0,1,1,1,1138.0,1,1,0,0,TA,TA,TA,TA,7,100,"NWAmes, 2Story, central air, garage, basement, fireplace, deck, porch",Medium Quality
534201240,NAmes,1Fam 2Story Class 60,2Story,1968,5,6,141000,8814,1464,4,1.5,7,2.0,470.0,1,0,1,732.0,0,1,0,0,TA,TA,Ex,TA,5,100,"NAmes, 2Story, central air, garage, basement, , porch",Medium Quality
534202130,NAmes,1Fam 1Story Class 20,1Story,1965,5,8,147000,8872,912,2,1.0,5,2.0,576.0,1,0,1,595.0,0,1,0,0,Gd,TA,Ex,TA,5,100,"NAmes, 1Story, central air, garage, basement, , porch",Medium Quality
534204030,NAmes,1Fam 1Story Class 20,1Story,1965,5,7,135000,8125,925,3,1.0,5,2.0,576.0,1,0,1,716.0,1,0,0,0,TA,Gd,Ex,TA,5,100,"NAmes, 1Story, central air, garage, basement, deck",Medium Quality
534225110,NAmes,Duplex 1Story Class 90,1Story,1965,5,5,145000,11072,1728,6,2.0,10,2.0,576.0,1,0,1,0.0,0,0,0,0,TA,TA,TA,TA,3,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
534225120,NAmes,Duplex 1Story Class 90,1Story,1965,5,5,142600,13101,1728,6,2.0,10,2.0,576.0,1,0,1,231.0,0,0,0,0,TA,TA,TA,TA,4,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
534250010,NWAmes,Duplex 1Story Class 90,1Story,1973,5,5,135000,9246,1656,4,2.0,8,2.0,506.0,1,0,1,0.0,0,1,0,0,TA,TA,TA,TA,4,100,"NWAmes, 1Story, central air, garage, basement, , porch",Medium Quality
534250335,NWAmes,1Fam 2Story Class 60,2Story,1971,7,6,170000,13355,1670,4,1.5,7,2.0,464.0,1,0,1,583.0,0,0,0,0,TA,TA,TA,TA,4,100,"NWAmes, 2Story, central air, garage, basement",High Quality
534250370,NWAmes,1Fam 2Story Class 60,2Story,1976,8,9,299800,8963,2715,4,3.5,11,2.0,831.0,1,2,1,655.0,0,1,0,0,Gd,Ex,Ex,TA,6,100,"NWAmes, 2Story, central air, garage, basement, fireplace, porch",High Quality
534250410,NWAmes,1Fam 2Story Class 60,2Story,1974,6,6,185000,9120,1876,4,2.5,8,2.0,540.0,1,1,1,442.0,0,1,0,0,Gd,Gd,TA,Gd,6,100,"NWAmes, 2Story, central air, garage, basement, fireplace, porch",Medium Quality
534251280,NWAmes,1Fam 2Story Class 60,2Story,1966,6,8,173000,9130,1632,4,1.5,7,2.0,484.0,1,0,1,464.0,0,1,0,0,Gd,TA,Gd,TA,5,100,"NWAmes, 2Story, central air, garage, basement, , porch",Medium Quality
534252090,NAmes,1Fam SFoyer Class 85,SFoyer,1961,7,9,178400,12122,999,3,1.0,6,2.0,588.0,1,0,1,867.0,1,1,0,0,Ex,Ex,Gd,TA,6,100,"NAmes, SFoyer, central air, garage, basement, deck, porch",High Quality
534252270,NWAmes,1Fam 2Story Class 60,2Story,1968,7,5,176000,9900,1978,4,2.5,9,2.0,486.0,1,1,1,552.0,0,1,0,1,TA,TA,Gd,TA,7,100,"NWAmes, 2Story, central air, garage, basement, fireplace, porch",High Quality
534276190,NAmes,1Fam 1Story Class 20,1Story,1956,5,5,98000,7785,1014,2,1.0,6,1.0,267.0,1,0,0,0.0,0,0,0,1,TA,TA,TA,TA,3,100,"NAmes, 1Story, central air, garage",Medium Quality
534277060,NAmes,1Fam 1Story Class 20,1Story,1957,4,6,109008,8593,907,3,1.0,5,1.0,352.0,1,0,1,288.0,0,0,0,0,TA,TA,Ex,TA,4,100,"NAmes, 1Story, central air, garage, basement",Low Quality
534277070,NAmes,1Fam 1Story Class 20,1Story,1956,4,7,135750,8475,952,2,1.0,4,1.0,283.0,1,0,1,228.0,0,0,0,0,TA,TA,Ex,TA,4,100,"NAmes, 1Story, central air, garage, basement",Low Quality
534400030,NAmes,1Fam 1Story Class 20,1Story,1963,5,6,155000,8700,1128,3,2.0,6,2.0,525.0,1,0,1,776.0,1,1,0,1,TA,TA,Gd,TA,7,100,"NAmes, 1Story, central air, garage, basement, deck, porch",Medium Quality
534400060,NAmes,1Fam 1Story Class 20,1Story,1964,6,5,180500,10175,1425,3,2.0,7,2.0,576.0,1,1,1,490.0,0,0,0,0,TA,TA,Gd,TA,5,100,"NAmes, 1Story, central air, garage, basement, fireplace",Medium Quality
534401130,NAmes,1Fam SLvl Class 80,SLvl,1966,6,7,174900,9020,1165,3,1.5,6,2.0,490.0,1,0,1,851.0,0,1,0,1,TA,TA,TA,Gd,6,100,"NAmes, SLvl, central air, garage, basement, , porch",Medium Quality
534401190,NAmes,1Fam 1Story Class 20,1Story,1965,6,6,140000,9200,1136,3,1.0,5,1.0,384.0,1,1,1,892.0,1,0,0,0,TA,TA,TA,TA,6,100,"NAmes, 1Story, central air, garage, basement, fireplace, deck",Medium Quality
534403050,NAmes,1Fam 1Story Class 20,1Story,1964,6,7,145000,8250,1092,3,1.0,6,2.0,504.0,1,0,1,787.0,0,0,0,1,TA,TA,Ex,TA,5,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
534403080,NAmes,1Fam SLvl Class 80,SLvl,1965,5,8,179900,9350,1265,3,2.0,6,2.0,502.0,1,1,1,633.0,0,1,0,1,Gd,TA,Gd,TA,7,100,"NAmes, SLvl, central air, garage, basement, fireplace, porch",Medium Quality
534403100,NAmes,1Fam SLvl Class 80,SLvl,1964,6,5,168500,9020,1350,3,1.5,6,2.0,520.0,1,0,1,960.0,1,0,0,1,TA,TA,TA,TA,6,100,"NAmes, SLvl, central air, garage, basement, deck",Medium Quality
534403260,NAmes,1Fam 1Story Class 20,1Story,1961,5,5,140000,9900,1114,3,1.0,5,2.0,451.0,1,0,1,0.0,0,0,0,0,TA,TA,TA,TA,3,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
534426040,NAmes,1Fam 1Story Class 20,1Story,1959,5,7,145500,10007,1053,3,1.5,5,1.0,312.0,1,0,1,806.0,0,0,0,1,Gd,Gd,Ex,TA,5,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
534427040,NAmes,1Fam 1Story Class 20,1Story,1959,6,6,142000,10721,1252,3,1.0,7,2.0,528.0,1,0,1,0.0,0,1,0,0,Gd,Gd,Ex,TA,4,100,"NAmes, 1Story, central air, garage, basement, , porch",Medium Quality
534428020,NAmes,1Fam 1Story Class 20,1Story,1960,4,5,141000,12493,1100,3,1.0,6,1.0,312.0,1,1,1,725.0,1,0,0,1,TA,TA,TA,TA,7,100,"NAmes, 1Story, central air, garage, basement, fireplace, deck",Low Quality
534428100,NAmes,1Fam 1Story Class 20,1Story,1960,5,7,153000,11332,1118,3,1.0,6,1.0,264.0,1,0,1,528.0,1,0,0,1,Gd,TA,Ex,TA,6,100,"NAmes, 1Story, central air, garage, basement, deck",Medium Quality
534451080,BrkSide,1Fam 1Story Class 20,1Story,1949,3,6,72500,6627,720,2,1.0,4,1.0,287.0,0,0,0,0.0,0,0,0,0,TA,TA,TA,TA,1,90,"BrkSide, 1Story, garage",Low Quality
534451170,BrkSide,1Fam 1Story Class 30,1Story,1935,3,6,52000,4130,729,2,1.0,5,0.0,0.0,1,0,1,0.0,0,0,0,0,TA,Gd,Gd,NA,2,90,"BrkSide, 1Story, central air, basement",Low Quality
534452060,BrkSide,2fmCon 1.5Unf Class 190,1.5Unf,1939,5,6,118000,7420,1077,2,1.0,5,1.0,205.0,1,2,1,851.0,0,1,0,0,TA,TA,Ex,Gd,6,100,"BrkSide, 1.5Unf, central air, garage, basement, fireplace, porch",Medium Quality
534453140,BrkSide,1Fam 2Story Class 70,2Story,1937,4,7,87000,4882,906,2,1.0,5,1.0,231.0,1,0,1,120.0,0,0,0,0,TA,TA,TA,Fa,4,100,"BrkSide, 2Story, central air, garage, basement",Low Quality
534455030,NAmes,1Fam 1Story Class 20,1Story,1960,5,6,141500,9600,1496,3,2.0,6,2.0,450.0,1,0,1,658.0,0,1,0,1,Gd,Fa,TA,TA,6,100,"NAmes, 1Story, central air, garage, basement, , porch",Medium Quality
534477080,NAmes,1Fam 1.5Fin Class 50,1.5Fin,1950,6,5,119000,9600,1252,3,1.0,6,1.0,288.0,1,0,1,280.0,0,0,0,0,TA,TA,TA,TA,4,100,"NAmes, 1.5Fin, central air, garage, basement",Medium Quality
534477090,NAmes,1Fam 1Story Class 20,1Story,1950,5,8,141500,9600,1337,3,1.0,7,1.0,264.0,1,1,1,340.0,0,1,0,0,Gd,TA,Gd,TA,6,100,"NAmes, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
534477270,NAmes,1Fam SLvl Class 80,SLvl,1955,6,6,165500,9600,1661,3,1.0,8,1.0,377.0,1,1,1,831.0,0,1,0,1,Gd,TA,Gd,TA,7,100,"NAmes, SLvl, central air, garage, basement, fireplace, porch",Medium Quality
534479150,NAmes,1Fam 1Story Class 20,1Story,1953,5,5,112900,7584,1036,3,1.0,5,1.0,312.0,1,0,1,531.0,1,1,0,1,TA,TA,Ex,TA,7,100,"NAmes, 1Story, central air, garage, basement, deck, porch",Medium Quality
535103050,NAmes,1Fam 2Story Class 60,2Story,1965,7,6,201800,13700,1820,4,2.0,8,2.0,492.0,1,2,1,454.0,1,1,0,1,Gd,TA,TA,TA,8,100,"NAmes, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
535104020,NAmes,1Fam 1Story Class 20,1Story,1961,6,5,163000,10197,1362,3,1.5,6,2.0,504.0,1,1,1,662.0,0,1,0,0,TA,TA,TA,TA,6,100,"NAmes, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
535105030,NAmes,1Fam 1Story Class 20,1Story,1961,5,6,139950,7875,1144,3,1.0,6,2.0,456.0,1,0,1,572.0,0,0,0,1,TA,TA,Gd,TA,5,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
535105060,NAmes,1Fam 1Story Class 20,1Story,1962,6,9,174000,8400,1537,3,1.5,7,2.0,462.0,1,1,1,0.0,0,1,0,1,Gd,Gd,TA,TA,6,100,"NAmes, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
535105090,NAmes,1Fam SLvl Class 80,SLvl,1962,6,5,165000,9150,1431,3,1.0,6,1.0,296.0,1,1,1,371.0,1,1,0,0,TA,TA,Gd,TA,7,100,"NAmes, SLvl, central air, garage, basement, fireplace, deck, porch",Medium Quality
535126140,NAmes,1Fam 2Story Class 60,2Story,1966,6,7,227000,14670,1988,4,2.5,9,2.0,480.0,1,1,1,575.0,0,1,0,1,Gd,Gd,Ex,TA,7,100,"NAmes, 2Story, central air, garage, basement, fireplace, porch",Medium Quality
535150210,NAmes,1Fam 1Story Class 20,1Story,1955,5,7,135000,7390,1098,3,1.0,6,1.0,260.0,1,0,1,902.0,0,0,0,0,TA,TA,TA,TA,4,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
535150280,NAmes,1Fam 1Story Class 20,1Story,1963,5,5,124000,9204,1144,3,1.5,6,1.0,336.0,1,0,1,897.0,0,1,0,0,TA,TA,TA,TA,5,100,"NAmes, 1Story, central air, garage, basement, , porch",Medium Quality
535151160,NAmes,1Fam 1Story Class 20,1Story,1962,5,7,140000,7763,1283,3,1.0,6,2.0,506.0,1,0,1,612.0,0,0,0,0,TA,TA,TA,TA,4,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
535152200,NAmes,1Fam 1Story Class 20,1Story,1957,5,4,136500,8856,1176,3,1.0,6,1.0,292.0,1,2,1,673.0,0,1,0,0,TA,TA,TA,TA,6,100,"NAmes, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
535153140,NAmes,1Fam 1Story Class 20,1Story,1959,5,7,185000,9840,1440,2,2.0,7,1.0,480.0,1,0,1,1053.0,1,0,0,0,Gd,TA,TA,TA,5,100,"NAmes, 1Story, central air, garage, basement, deck",Medium Quality
535153150,NAmes,1Fam 1Story Class 20,1Story,1958,6,6,163000,9120,1261,3,1.0,6,2.0,433.0,1,1,1,662.0,0,0,0,0,TA,TA,Ex,TA,5,100,"NAmes, 1Story, central air, garage, basement, fireplace",Medium Quality
535176100,NAmes,1Fam 1Story Class 20,1Story,1958,6,6,166800,13200,1570,3,1.0,5,2.0,441.0,1,1,1,958.0,1,0,0,0,TA,TA,Ex,TA,6,100,"NAmes, 1Story, central air, garage, basement, fireplace, deck",Medium Quality
535178060,NAmes,1Fam 1Story Class 20,1Story,1956,6,5,139000,9000,1196,2,1.0,6,1.0,297.0,1,1,1,616.0,0,1,0,0,TA,TA,Gd,TA,6,100,"NAmes, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
535179060,NAmes,1Fam 1Story Class 20,1Story,1957,6,5,166000,11900,1392,3,1.5,6,2.0,458.0,1,2,1,1040.0,0,0,0,0,TA,TA,TA,TA,5,100,"NAmes, 1Story, central air, garage, basement, fireplace",Medium Quality
535180100,NAmes,1Fam 1Story Class 20,1Story,1958,6,7,136000,9464,1080,3,1.0,5,1.0,288.0,1,0,1,570.0,0,0,0,0,TA,TA,Gd,TA,4,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
535180120,NAmes,1Fam 1Story Class 20,1Story,1956,5,5,133000,10425,1104,3,1.0,5,1.0,384.0,1,0,1,774.0,0,0,0,0,TA,TA,Gd,TA,4,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
535301080,NAmes,1Fam 1Story Class 20,1Story,1952,5,6,116000,11556,882,2,1.0,4,1.0,240.0,1,0,1,148.0,0,0,0,1,Gd,TA,Ex,TA,5,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
535302130,NAmes,1Fam 1Story Class 20,1Story,1953,5,6,137500,9373,1152,3,1.5,6,2.0,636.0,1,0,1,696.0,0,0,0,0,TA,TA,TA,TA,4,100,"NAmes, 1Story, central air, garage, basement",Medium Quality
